	claim	evidence	label
17	Türkiye’nin koronavirüsle mücadele için Filistin’e 5 milyon dolar yardımda bulunduğu iddiası	26 Haziran 2020’de Resmi Gazete’de yayımlanarak yürürlüğe giren anlaşma gereği Türkiye Filistin’e 5 milyon dolar değerinde nakdi hibe yollayacak.	doğru
127	Bir Twitter sayfası tarafından 12 Temmuz 2021 tarihinde yapılan paylaşımda İsrail Sağlık Bakanlığı’nın Covid-19 aşılarının delta varyantına karşı etkisiz olduğunu açıkladığı iddia edildi. Gönderi 51 retweet 95 beğeni almış.	Bir Twitter sayfası tarafından yapılan paylaşımda İsrail Sağlık Bakanlığı’nın Covid-19 aşılarının delta varyantına karşı etkisiz olduğunu açıkladığı iddia edilmişti. İsrail’de son dönemde artan vaka sayıları nedeniyle COVID-19 aşılarının Delta varyantına karşı etkili olup olmadığı tartışılıyor. İsrail Sağlık Bakanlığı artan vakaları değerlendirdiği raporda aşıların hastaneye yatmayı önlemede önemli ölçüde etkili olduğunu açıkladı Üçüncü doz tartışması sürerken aceleci davranmamak gerektiğini eldeki verilerin henüz yeterli olmadığını bildirdi.	yanlış
322	Listenin Hatay'daki TOKİ kurasında ev kazanan yabancıları gösterdiği iddiası	Hatay Altınözü’nde yapılacak TOKİ konutlarının kura çekimi henüz yapılmadı.Liste, Hatay Altınözü’ndeki toplu konut projesi için başvurusu kabul edilen kişileri gösteriyor.TOKİ, kura tarihinin 2 Ocak 2023 olarak planlandığı açıkladı.	yanlış
255	CNN’in yeşil ekranla başka bir yangını Ukrayna’da güncel bir patlama diye verdiği iddiası	Kanada'nın Edmonton kentindeki itfaiyeciler, 2017’de Ukrayna itfaiyesine koruyucu giysi ve ekipman bağışladı.Canlı yayında gözüken Edmonton yazısı, bu bağışlanan ekipmanı gösteriyor.Canlı yayın güncel ve Lviv’deki yangın esnasında kaydedilmiş.	yanlış
657	Bir Instagram hesabı tarafından 26 Eylül 2021 tarihinde yapılan paylaşımda; Charlie’nin Çikolata Fabrikası filminin sincap sahnelerinde istenilen şekilde fındık kırmaları için robot kullanmak yerine 40 gerçek sincabın eğitildiği iddia edildi. Gönderi 150 binin üzerinde beğeni toplamış.	Bir Instagram hesabı tarafından yapılan paylaşımda; Charlie’nin Çikolata Fabrikası filminin sincap sahnelerinde fındık kırmaları için robot kullanmak yerine 40 gerçek sincabın eğitildiği iddia edilmişti. İddiada bahsedildiği gibi Charlie'nin Çikolata Fabrikası'nda bazı sahneler için fındık kırmak üzere gerçek sincaplar kullanıldığı küçük bir fark olsa da doğru bir bilgi. Eğitimli sincapların çikolata fabrikasında kalitesini ölçüp tarttıkları yiyecek aslında fındık değil, ceviz. Charlie’nin Çikolata Fabrikası’ndan önce de gereken sahnelerde gerçek hayvanlar ile çalıştığı bilinen Tim Burton, bu filmde de sincap sahneleri için çekimlerde ‘Mike Alexander of Birds & Animals’ ekibi ile çalışarak 40 gerçek sincap kullanmış.	doğru
964	Dünyanın en yaşlı insanı 300 yaşında değil	Dünya’nın en yaşlı kadını unvanıyla Guinness Rekoru’nu yıllardır elinde tutan Japon Kane Tanaka, 2021 yılı itibariyle 118 yaşında. İspanyol Saturnino de la Fuente García, 112 yıl 211 günle yaşayan en yaşlı adam olarak 10 Eylül 2021’de Guinness Dünya Rekoru’na sahip oldu.	yanlış
190	Bir Facebook hesabı tarafından 22 Aralık 2022 tarihinde yapılan paylaşımda Devlet Malzeme Ofisi’nin piyasa değeri yaklaşık 10 milyon TL olan Mercedes Benz’in S 400 D 4matic L Inspiration almak için ihaleye çıktığı iddia edildi. 	"Bir Facebook hesabı tarafından yapılan paylaşımda Devlet Malzeme Ofisi’nin piyasa değeri yaklaşık 10 milyon TL olan Mercedes Benz’in S 400 D 4matic L Inspiration almak için ihaleye çıktığı iddia edilmişti. EKAP üzerinden filtreleyerek arama yapıldığında DMO Genel Müdürlüğü 1 No'lu Satınalma Daire Başkanlığı tarafından istisna kapsamında bir adet ""Mercedes-Benz S 400 D 4matic L Inspiration"" ve ek opsiyonel donanımları ile birlikte ihaleye çıktığı görülüyor. Mercedes-Benz’in internet sitesinde bu aracın vergisiz değerinin 2 milyon 434 bin 454 TL olduğu ve %220’lik ÖTV diliminde yer aldığı dikkat çekiyor. Her ne kadar aracın anahtar teslim fiyatı 9 milyon 200 bin 500 TL olsa da  ihalede bu araç için ödenen maliyetin 2 milyon 269 bin 465 TL olduğu belirtilmiş. Aracın fotoğraflarında iddialarda geçtiği gibi koltuklarda boyun ve omuz ısıtma, masaj, artırılmış gerçekliğe sahip sanal gösterge ve OLED teknolojisi bulunuyor."	doğru
115	Ters tabanlı ayakkabıların 2. Dünya Savaşı’nda Almanlar tarafından kullanıldığı iddiası	"Görseldeki ayakkabı çifti, Alman casuslar tarafından 2. Dünya savaşında kullanılmadı.
Müşterilerinin sorularından sıkılan bir ayakkabı üreticisi tarafından mizahi bir amaçla üretilmiş.  Ayakkabılar Alman Ayakkabı Müzesi’nde sergilenmektedir."	yanlış
616	Bir Instagram sayfası tarafından 26 Kasım 2020 tarihinde yapılan bir paylaşımda Türkiye’nin Sefalet Endeksi’nde 5. sırada olduğu iddia edildi. Gönderi 3500’den fazla beğeni aldı.	İlgili paylaşımda Türkiye’nin sefalet endeksindeki konumu Hanke Sefalet Endeksi temel alınmış. Burada ise Türkiye 50,6 puanla 5. sırada görünmektedir.	doğru
606	The Simpsons’ın George Floyd’un öldürülmesini önceden bildiği iddiası	Floyd'un polis memuru tarafından öldürüşünü temsil eden görsel bir karikatürist tarafından George Floyd'un anısına çizilmiş.Yanan karakol görseli ise The Simpsons’ın 1999 yılında yayınlanan bir bölümünden alınmış; bölümde bir protestoya gönderme yapılmıyor.	yanlış
180	Hababam Sınıfı Müzesi’ndeki Mahmut Hoca heykeli	Medyadaki haberlere göre, Adile Hanım Kasrı’ndaki Hababam Sınıfı Müzesi 2014 yılında açılmış.Müzedeki heykellerin medyada yer alan eski tarihli (2014) görünümleri ile güncel (2021) görünümleri farklı. Heykele yapıldıktan sonraki yıllarda iyileştirme yapılmıştır.Ayrıca Antalya’da 2018 yılında açılan Hababam Sınıfı Müzesi’ndeki heykel görüntüleri ile Üsküdar’daki Adile Hanım Kasrı’ndaki görüntüler çoğu zaman karıştırılmaktadır.	yanlış
301	Bir Twitter hesabı tarafından 9 Kasım 2021 tarihinde yapılan paylaşımda, ABD’de hamile kadınlara yapılan Covid-19 aşıları sonucu 2433 fetal ölüm kaydedildiği iddia edildi. İddia, 36 defa paylaşılmış ve 62 defa beğenilmiş.	Bir Twitter hesabı tarafından 9 Kasım 2021 tarihinde yapılan paylaşımda ABD’de hamile kadınlara yapılan Covid-19 aşıları sonucu 2433 fetal ölüm kaydedildiği iddia edilmişti. İddiaya kaynak olarak ABD Aşı Olumsuz Olay Raporlama (VAERS) gösterilmişti ancak ABD Hastalık Kontrol ve Önleme Merkezleri (CDC) ile Gıda ve İlaç Dairesi (FDA) tarafından hayata geçen bir aşı güvenliği programı olan VAERS’nin herhangi bir güvenilirliği bulunmuyor. CDC de 19 Kasım 2021’de güncellediği “Hamileyken veya Emzirirken COVID-19 Aşıları” sayfasında, mRNA COVID-19 aşısı alan kişiler arasında düşük yapma riskinde artış bulamadıklarını açıklamış.	yanlış
759	Covid-19 aşısı ve tedavisine ilişkin iddialar	İran'da geliştirilen Actemra isimli ilaç için çalışmalar test aşamasında ve hiçbirinin kesinliği bulunmuyor. Dünya Sağlık Örgütü de henüz virüsü etkisiz hale getirecek bir ilaç ya da aşının henüz olmadığını vurguluyor.RD Global/Invamed şirketi tarafından ultraviyole ışığın kullanımıyla kandaki enfeksiyonun temizlenmesi amaçlanıyor. Hem damar yolları, hem de akciğere uygulanabilen ultraviyole ışığın, influenza A ve B virüslerini tamamen yok ettiği gözlenmiş. Ancak cihazın farklı virüs ailelerinde aynı etkiyi yaptığına dair bir çalışma yok.Belçikalı bilim insanları çalışmalarına devam ediyor; ancak Covid-19’u tedavi edecek bir ilacı henüz bulmuş değiller. Bilinen o ki laboratuvar çalışmalarından beklenen sonucun çıkması için zaman gerekiyor.Tayland’da uygulanan bu tedavinin de Covid-19’u tamamen durdurduğu söylenemiyor; tedavinin Covid-19’da kullanımının bir süre daha test edilmesi ve Dünya Sağlık Örgütü tarafından da onaylanması gerek.Avustralya’da da Covid-19’u tamamen ortadan kaldıracak bir ilaç bulunmadı, çalışma halen test aşamasında.Kanada'da Medicago isimli şirketin deneysel bitki bazlı bir aşı geliştireceği söyleniyor. Bu aşıda kullanılacak bitki bazlı maddenin ise tütünle akraba bir bitki olduğu biliniyor. Ancak bu çalışma gerekli testlerden geçmiş değilABD halk sağlığı yetkililerine göre, ABD'de denenmekte olan aşıların piyasaya sürülmesi 12 ila 18 ay kadar sürebilir.	yanlış
712	TRT’nin yayını kırpılarak çarpıtılmış	Sosyal medyada dolaşıma giren video canlı yayının tamamından bağımsız değerlendirilerek çarpıtılmıştır.Canlı yayında bahsedilen konu yangının durdurulması değil, yangının Gökova körfezine sıçramasının durdurulmasıdır.Yayının önce ve sonrası izlendiğinde, muhabirin ‘yangının devam ettiğini’ söylediği, yangının devam ettiği bilgisinin altyazıda verildiği görülmektedir.	yanlış
723	Danimarka'da 18 yaş altındakilere Covid-19 aşısının yasaklandığı iddiası	İddianın kaynağı aşı ve pandemi karşıtı haberler yayınlayan The Counter Signal.Danimarka 50 yaş üzeri ve kronik sağlık sorunu olan herkese aşı öneriyor.5-17 yaş aralığındaki gençlerin aşılanması yasak değil. Sadece bu yaş grubu önceliklendirilmemiş.Ülke 2022-2023 sezonu önceliğini 50 yaş üstü ve kronik hastalığı olan kişileri korumak olarak açıklıyor.Danimarka Sağlık Otoritesi ülke stratejisinin enfeksiyonu engellemek değil ölüm ve ağır hastalığı engellemek yönünde olduğunu ve aşının herhangi bir yaş için yasaklanmadığını söyledi.	yanlış
685	Le Monde'un Erdoğan’ın ekonomik mucize yarattığını yazdığı iddiası	Fransız Le Monde gazetesinde Cumhurbaşkanı Erdoğan için ekonomik mucize yarattığı söylenmiyor; kendini “ekonomik mucize yaratan” adam olarak konumlandırdığı vurgulanıyor.“Ekonomik mucize” ibaresi Le Monde'un kendi değerlendirmesi de değil; bu ifade AK Parti’nin ilk yıllarına işaret etmek için kullanılan genel bir tabir.Özel sayının içeriğinde de 2003 - 2013 yılları arası kast edilerek güçlü bir ekonomik büyümeden, GSYİH’nın üç kat arttığından söz edildiği görülüyor.Le Monde'un analizlerinde günümüz Türkiye ekonomisiyle ilgili, düşük faiz oranlarının enflasyonu artırdığı, cari açıkların olduğu, ulusal para biriminin değerini kaybetmesi nedeniyle ekonominin “dolarizasyonu” teşvik ettiği gibi değerlendirmeleri yapılıyor.Güncel başka birçok ekonomik analiz de döviz krizi, enflasyonun artması, yoksulluk, işsizlik ve alım gücünün düşmesi gibi nedenlerle yaşananları “ekonomik mucizenin sonu” olarak nitelendiriyor.Le Monde’daki değerlendirmelerde, Erdoğan’ın salgının ürettiği risklere ve krizlere karşı Türkiye’yi koruduğu vurgusuna da rastlanmıyor.	yanlış
979	CDC’nin Covid-19 aşılarından dolayı 13 bin 68 ölüm açıkladığı iddiası	İddiaya kaynak olarak gösterilen ABD Aşı Olumsuz Olay Raporlama (VAERS), ABD Hastalık Kontrol ve Önleme Merkezleri (CDC) ile Gıda ve İlaç Dairesi (FDA) tarafından yönetilen bir aşı güvenliği programı.Sistemde ABD’de aşı sonrası etkilere dair raporlar toparlanıp yayınlanıyor. Ancak bu sistem açık erişimli bir sistem ve güvenilir değil.CDC VAERS’e bildirilen, aşının ardından gerçekleşen ölümlerin nedeninin aşı olduğuna kanıt olmadığını da vurguluyor.CDC aşılamanın ardından ölüm, beklenmedik yan etkiler gibi durumların aşıdan kaynakladığı anlamına gelmediğini, ölümler ile aşılar arasında nedensel bir bağ kurulamadığının altını çiziyor.	yanlış
517	Zafer Partisi Genel Başkanı Ümit Özdağ'ın ikinci turda Erdoğan'ı destekleyeceklerini açıkladığı iddiası	26 Nisan’da HaberTürk TV’de yayınlanan Teke Tek programında, Özdağ böyle bir cümle sarf etmiyor.Ümit Özdağ da iddiayı yalanladı.Özdağ’ın ikinci turda Erdoğan’ı desteklemeyecekleri açıklaması başka mecralarda haberleştirilmiş.	yanlış
984	Bir Twitter hesabı tarafından 23 Ağustos 2022 tarihinde yapılan paylaşımda e-Devlet üzerinden yapılan ad-soyad değişikliğinin mültecileri de kapsadığı iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda e-Devlet üzerinden yapılan ad-soyad değişikliğinin mültecileri de kapsadığı iddia edilmişti. Nüfus ve Vatandaşlık İşleri Genel Müdürlüğü bu düzenlemenin yazım ve imla hatası veya düzeltme işareti kullanımından kaynaklanan anlam değişiklikleri bulunan, genel ahlaka uygun olmayan ve toplum tarafından gülünç karşılandığı değerlendirilen kişiler için geçerli olduğunu belirtmiş. Bu hususlar dışında ad ve soyadı değişiklikleri için mahkeme kararının geçerli olduğunu ve bireylerin mahkemeye gitmelerini gerektiğini belirtmiş. İçişleri Bakanlığı 2017’den beri süregelen bu başvurularda iddiaların aksine “sadece doğumla Türk vatandaşı olan kişiler”in yararlanabileceğini belirtmiş. Sonradan Türk vatandaşlığını kazanan kişilerin ad soyad değişikliği konusunda kapsam dışı olduğunu da eklemiş.	yanlış
45	Yeni koronavirüsün alkali beslenerek yok edilebileceği iddiası	Koronavirüsün kendine ait bir pH değeri yok.Alkali gıdaların Covid-19’u tedavi edeceğine dair hiçbir kanıt yok.Alkali ağırlıklı beslenmek vücudun pH değerini de düzenlemez; insan vücudu pH değerini kendi düzenliyor.	yanlış
909	Türkiye’nin yolsuzlukta dünya ikincisi İsveç’in ise sonuncusu olduğu iddiası	Global Corruption Index'e göre İsveç 199 ülke arasında dördüncü sırada en az yolsuzluk riski taşıyan ülkelerden biri.Aynı listede Türkiye 113. sırada.Yolsuzluk algısı endeksine göre Türkiye dünyada 91., İsveç ise dördüncü sırada.Aynı endekste Türkiye OECD ülkeleri içinde sondan ikinci, AB ülkeleri arasında son sırada.Gallup'un araştırmasına göre İsveç'te ateizm oranı 2017 itibariyle yüzde 18.	yanlış
157	2020’nin UNESCO tarafından 'Bilge Tonyukuk Yılı' ilan edildiği iddiası	"UNESCO, 2020 yılını ""Bilge Tonyukuk Yılı"" ilan etmedi.UNESCO 2020-2021 etkinlik takviminde Bilge Tonyukuk abidesinin dikilişinin 1300. yıldönümünün kutlanacağı bilgisi var."	yanlış
851	Almanya'da İmar Yasası'nın 1945'ten günümüze 2 Türkiye'de 11 yılda 164 defa değiştiği iddiası	3194 sayılı İmar Kanunu yürürlüğe girdiği 1985’ten bu yana 39 defa değişmiş.Türkiye'de imar affı çeşitli yöntemlerle en az 17 defa getirilmiş.Alman İmar Kanunu ise son 11 senede 24 defa değiştirilmiş.	yanlış
171	Tunceli ve Harran’da AK Parti’ye atılan oylar ve üniversite eğitimi oranları hakkındaki iddialar	Tunceli'nin üniversite diplomasına sahip olma oranı yüzde 93 değilken AK Parti'nin aldığı oy oranı da yüzde 3 değil.Harran'daki oy oranları da yanlış yansıtılmış.Bir il ile ilçenin kıyaslaması seçmenlerin eğitimi ile oy verme davranışlarını açıklamak için tek başına yeterli değil.	yanlış
16	Dünyada en genç yaşta profesörlük unvanı alan kişinin Oktay Sinanoğlu olduğu iddiası	Oktay Sinanoğlu, 1963 yılında Yale Üniversitesi’ne profesör olarak atanarak 28 yaşında en genç profesör unvanına sahipti. Alia Sabur, 18 yaşında profesör olarak atanarak dünyanın en genç profesörü olmaya hak kazandı ve adını Guinness Dünya Rekorları kitabına yazdırdı. Oktay Sinanoğlu’na 1975 yılında özel kanunla ilk ve tek Türkiye Cumhuriyeti Profesörü unvanı verilmişti.	yanlış
511	Haritanın I. Dünya Savaşı’nda Florida'nın Türklere verilmesinin planlandığını gösterdiği iddiası	Harita ABD’de yayınlanan Life dergisinin 10 Şubat 1916 tarihli sayısında yayınlanmış.Cornell Üniversitesinin dijital kütüphanesinde, haritanın propaganda amacıyla hazırlandığı yazıyor.Amerikan enternasyonalistler, savaşa ABD'nin de girmesini teşvik etmek için böyle bir kampanya yapmış.Küresel çatışmalarda propaganda amaçlı çeşitli görseller üretilebiliyor. O dönem de birçok kurgusal harita üretilmiş.	yanlış
48	İllüstrasyonun bir Arap karikatüriste ait olduğu iddiası	İllüstrasyon Türkiye'den bir illüstratöre ait.İllüstrasyonu çizen Hakan Keleş kişisel hesabından iddiayı yanlışladı.	yanlış
